LINEUPS,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
J. Green - D. Jordan - D. Reed - B. Hyland - C. Braun,2,2,0,5.8,14,4.5,9.5,47.4,1,2,50,4,5,80,0.5,3.5,4,2.5,2,2,0.5,0,3.5,4.5,1
J. Green - A. Gordon - B. Brown - B. Hyland - C. Braun,2,0,2,5.5,14,5.5,12.5,44,1.5,4.5,33.3,1.5,2,75,2.5,3,5.5,3.5,0.5,1,0.5,1,4,2,2.5
K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr. - Z. Nnaji,2,2,0,5.5,13,5,11,45.5,1,3.5,28.6,2,2,100,1,4.5,5.5,3,1.5,1,0,0.5,3,2,0
D. Jordan - K. Caldwell-Pope - B. Brown - M. Porter Jr. - Z. Nnaji,2,1,1,5.4,11.5,5,10,50,1.5,3,50,0,0.5,0,0.5,6.5,7,3,1.5,0.5,0.5,0,2.5,1.5,3.5
J. Green - B. Brown - Z. Nnaji - B. Hyland - C. Braun,2,1,1,4.9,10.5,4,8,50,1,3.5,28.6,1.5,1.5,100,1,1.5,2.5,3,2,0.5,0,0.5,3.5,1,-2
I. Smith - K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr.,2,1,1,4.7,15.5,6,8.5,70.6,1.5,2.5,60,2,3,66.7,1,4,5,4.5,0.5,0.5,0,0,1,3,6.5
J. Green - I. Smith - D. Reed - Z. Nnaji - C. Braun,2,1,1,4,4.5,1.5,5,30,0.5,1.5,33.3,1,2,50,0.5,2.5,3,0.5,2.5,2,0,0.5,2.5,1,-4.5
D. Jordan - J. Murray - B. Brown - Z. Nnaji - B. Hyland,2,1,1,3.7,10,4,7,57.1,1,3.5,28.6,1,1,100,1,2,3,2.5,1,1,0.5,0,1.5,1,2
K. Caldwell-Pope - N. Jokic - J. Murray - V. Cancar - D. Reed,2,2,0,3.6,11,4,6,66.7,1.5,2,75,1.5,2,75,0,1.5,1.5,3,0,2,0.5,0,1.5,2.5,5.5
D. Jordan - A. Gordon - B. Brown - M. Porter Jr. - C. Braun,2,2,0,3,12,4.5,5,90,1.5,2,75,1.5,2.5,60,0.5,1.5,2,3.5,1,0.5,0,0,2,2,3
D. Jordan - J. Murray - B. Brown - Z. Nnaji - C. Braun,2,2,0,3,5.5,2,4,50,0.5,2,25,1,2,50,0,1.5,1.5,0.5,2,0.5,0.5,0.5,2,1,-6
K. Caldwell-Pope - N. Jokic - B. Brown - Z. Nnaji - C. Braun,2,2,0,2.8,3,1,4,25,0,1,0,1,1,100,0.5,1,1.5,1,1,0,0,0,0.5,0.5,-6.5
N. Jokic - J. Murray - V. Cancar - B. Brown - C. Braun,2,2,0,2.8,8.5,3,5.5,54.5,1.5,3,50,1,1,100,0.5,2.5,3,2,1,1.5,0.5,0,0.5,1,5
J. Green - K. Caldwell-Pope - V. Cancar - Z. Nnaji - B. Hyland,2,1,1,2.7,6.5,1.5,5,30,1,3,33.3,2.5,3,83.3,0.5,2,2.5,1.5,1,0.5,0.5,0.5,2.5,2.5,0.5
D. Jordan - B. Brown - Z. Nnaji - B. Hyland - C. Braun,2,1,1,2.5,5,1.5,3.5,42.9,1,1,100,1,1,100,0.5,1,1.5,1,1,0,0.5,0.5,1.5,1,-2
D. Jordan - I. Smith - B. Brown - Z. Nnaji - C. Braun,2,2,0,2.5,4.5,2,4.5,44.4,0.5,1.5,33.3,0,1.5,0,1,1.5,2.5,2,1,0,0.5,0.5,0,1,1
D. Jordan - A. Gordon - J. Murray - B. Brown - B. Hyland,2,2,0,2.3,6,2,3,66.7,1.5,2,75,0.5,1,50,0,1.5,1.5,1,0.5,0,0,0,0.5,1,-1.5
A. Gordon - N. Jokic - J. Murray - V. Cancar - D. Reed,2,2,0,2.2,1.5,0.5,3,16.7,0,2,0,0.5,1,50,0,2.5,2.5,0,0.5,0,0,0.5,0.5,0.5,-2.5
J. Green - I. Smith - K. Caldwell-Pope - V. Cancar - C. Braun,2,1,1,2.2,4,1.5,2,75,0.5,0.5,100,0.5,1,50,0,0.5,0.5,1,2,0,0,0,2,0.5,-5.5
N. Jokic - J. Murray - B. Brown - Z. Nnaji - B. Hyland,2,1,1,2.2,5,2.5,4.5,55.6,0,2,0,0,0.5,0,0.5,1,1.5,2.5,0.5,0.5,0,0,0.5,1,0
V. Cancar - D. Reed - Z. Nnaji - C. Braun - J. White,2,2,0,2.2,2,1,2,50,0,1,0,0,0,0,0.5,0.5,1,0,2.5,0,0,0,1.5,0,-5.5
D. Jordan - I. Smith - B. Brown - C. Braun - P. Watson,2,1,1,2.1,4,2,4,50,0,1,0,0,0,0,0,2,2,1.5,0.5,0,0,0,0.5,0.5,-2.5
I. Smith - V. Cancar - Z. Nnaji - P. Watson - J. White,2,2,0,2.1,1,0.5,3.5,14.3,0,0.5,0,0,0,0,0.5,1,1.5,0.5,0.5,0.5,0.5,0,0.5,0,-4.5
J. Green - D. Jordan - D. Reed - B. Brown - C. Braun,2,1,1,2.1,2,1,4.5,22.2,0,1,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,2.5,0,-7.5
J. Green - N. Jokic - D. Reed - B. Brown - B. Hyland,2,0,2,2.1,2,1,3.5,28.6,0,1.5,0,0,0,0,0.5,0.5,1,0.5,1,0.5,0,0.5,0,0.5,-6
J. Green - I. Smith - V. Cancar - B. Brown - C. Braun,2,1,1,2,3.5,1.5,3.5,42.9,0,1,0,0.5,1,50,0.5,2,2.5,1,0.5,0,0,0,2,0.5,-2
J. Green - K. Caldwell-Pope - N. Jokic - V. Cancar - B. Hyland,2,1,1,2,5,2,5,40,0.5,1.5,33.3,0.5,1.5,33.3,1,0.5,1.5,1.5,0.5,0.5,0,0,0.5,1.5,-0.5
V. Cancar - D. Reed - Z. Nnaji - B. Hyland - C. Braun,2,1,1,2,3,1,4,25,1,2.5,40,0,0,0,0.5,1.5,2,1,0,0,0,0,0,0,0
R. Jackson - K. Caldwell-Pope - N. Jokic - V. Cancar - B. Brown,2,2,0,1.8,4.5,2,3,66.7,0,0,0,0.5,0.5,100,0,1,1,2,1,1,0.5,0.5,0.5,0.5,-0.5
K. Caldwell-Pope - N. Jokic - V. Cancar - B. Brown - Z. Nnaji,2,2,0,1.7,4.5,1.5,2,75,1,1.5,66.7,0.5,1,50,0,1.5,1.5,1.5,1.5,0.5,0,0,1,1,3.5
J. Green - A. Gordon - B. Brown - M. Porter Jr. - B. Hyland,2,1,1,1.6,5.5,1.5,2.5,60,0.5,1.5,33.3,2,2,100,0.5,1,1.5,0.5,1.5,1,0.5,0,1,1,0.5
J. Green - K. Caldwell-Pope - J. Murray - M. Porter Jr. - B. Hyland,2,1,1,1.6,2.5,1,2.5,40,0,1.5,0,0.5,0.5,100,0,1,1,0.5,1,0,0,0,1.5,0.5,-2.5
J. Green - N. Jokic - J. Murray - V. Cancar - B. Hyland,2,1,1,1.6,6.5,2,2.5,80,0.5,0.5,100,2,4,50,0,2,2,1,0,0,0,0,0,3,5.5
K. Caldwell-Pope - N. Jokic - V. Cancar - M. Porter Jr. - B. Hyland,2,2,0,1.6,6,2.5,2.5,100,0.5,0.5,100,0.5,1,50,0,1,1,2,0.5,0.5,0,0,0.5,1,3.5
A. Gordon - N. Jokic - J. Murray - B. Hyland - C. Braun,2,2,0,1.5,3,1.5,4,37.5,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0.5,0.5,1
N. Jokic - V. Cancar - B. Brown - B. Hyland - C. Braun,2,1,1,1.5,2.5,0.5,2,25,0,0.5,0,1.5,1.5,100,0.5,1,1.5,0,1.5,0,0,0,0.5,2.5,0.5
I. Smith - K. Caldwell-Pope - N. Jokic - V. Cancar - B. Brown,2,1,1,1.4,4,1.5,2.5,60,0,1,0,1,1,100,0.5,1.5,2,1,0.5,0,0.5,0,0.5,1,2.5
J. Green - B. Brown - M. Porter Jr. - C. Braun - P. Watson,2,1,1,1.4,2,0.5,2,25,0,1,0,1,1,100,0,1,1,0.5,0.5,0,0.5,0.5,0.5,0.5,-2
J. Murray - B. Brown - Z. Nnaji - B. Hyland - C. Braun,2,1,1,1.4,2.5,1,2,50,0.5,1.5,33.3,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,3,0.5,-2
R. Jackson - N. Jokic - J. Murray - V. Cancar - B. Brown,2,2,0,1.4,4,1.5,3,50,1,1.5,66.7,0,0,0,0.5,1,1.5,1,0.5,0.5,0,0,0,0.5,2
I. Smith - K. Caldwell-Pope - A. Gordon - N. Jokic - C. Braun,2,0,2,1.3,4,1.5,2.5,60,0.5,0.5,100,0.5,1,50,0.5,1,1.5,1,0,0,0,0.5,0,1,0.5
I. Smith - N. Jokic - V. Cancar - M. Porter Jr. - C. Braun,2,2,0,1.3,5.5,2,2.5,80,0.5,0.5,100,1,1,100,0,2.5,2.5,2,0,0.5,0.5,0,0.5,0.5,4.5
K. Caldwell-Pope - N. Jokic - M. Porter Jr. - Z. Nnaji - B. Hyland,1,0,1,21.7,64,27,42,64.3,5,11,45.5,5,5,100,4,11,15,15,7,4,2,2,10,5,4
D. Jordan - V. Cancar - B. Brown - M. Porter Jr. - C. Braun,1,0,1,21.5,50,17,34,50,2,10,20,14,17,82.4,2,14,16,9,6,3,2,1,5,14,-4
D. Jordan - R. Jackson - B. Brown - C. Braun - P. Watson,1,0,1,20.8,46,19,39,48.7,3,10,30,5,6,83.3,7,13,20,10,6,2,0,4,9,4,-3
D. Jordan - R. Jackson - A. Gordon - B. Brown - C. Braun,1,0,1,19.9,40,16,40,40,1,9,11.1,7,16,43.8,6,12,18,10,4,8,1,2,4,12,-10
J. Green - D. Jordan - K. Caldwell-Pope - J. Murray - M. Porter Jr.,1,0,1,15.4,38,12,23,52.2,3,6,50,11,13,84.6,3,12,15,6,4,1,1,2,4,10,3
I. Smith - R. Jackson - T. Bryant - Z. Nnaji - J. White,1,1,0,13.6,28,12,27,44.4,4,15,26.7,0,0,0,6,15,21,8,8,1,0,1,6,1,11
K. Caldwell-Pope - A. Gordon - J. Murray - T. Bryant - M. Porter Jr.,1,0,1,12.2,22,7,21,33.3,1,7,14.3,7,10,70,3,6,9,5,2,1,1,0,6,7,-12
D. Jordan - K. Caldwell-Pope - B. Brown - M. Porter Jr. - B. Hyland,1,1,0,12,19,6,18,33.3,2,8,25,5,6,83.3,1,8,9,3,4,3,1,1,3,5,-6
J. Green - J. Murray - V. Cancar - Z. Nnaji - C. Braun,1,1,0,11.9,22,9,19,47.4,2,8,25,2,2,100,2,9,11,4,2,2,0,0,7,2,7
J. Green - D. Jordan - I. Smith - D. Reed - B. Hyland,1,0,1,10.3,18,6,17,35.3,1,6,16.7,5,6,83.3,3,7,10,2,6,1,0,0,7,4,-14
J. Green - D. Jordan - I. Smith - K. Caldwell-Pope - C. Braun,1,1,0,10.3,20,9,22,40.9,0,3,0,2,4,50,3,7,10,5,3,2,1,3,5,6,-4
D. Jordan - I. Smith - V. Cancar - M. Porter Jr. - C. Braun,1,0,1,9.6,22,8,16,50,4,5,80,2,3,66.7,1,9,10,4,5,0,3,4,7,4,1
R. Jackson - A. Gordon - B. Brown - Z. Nnaji - P. Watson,1,0,1,8.9,18,7,16,43.8,2,6,33.3,2,2,100,4,8,12,3,2,1,1,1,3,1,7
R. Jackson - K. Caldwell-Pope - T. Bryant - V. Cancar - B. Brown,1,1,0,8.8,20,7,18,38.9,3,9,33.3,3,5,60,2,4,6,5,2,3,3,0,2,3,-2
I. Smith - V. Cancar - D. Reed - B. Brown - Z. Nnaji,1,1,0,8.6,18,6,16,37.5,2,4,50,4,4,100,2,5,7,4,0,1,1,2,7,3,1
J. Green - I. Smith - V. Cancar - B. Brown - Z. Nnaji,1,0,1,7.6,21,7,13,53.8,2,5,40,5,5,100,1,5,6,3,3,2,1,0,2,5,7
K. Caldwell-Pope - V. Cancar - Z. Nnaji - B. Hyland - C. Braun,1,1,0,7.5,13,5,9,55.6,3,6,50,0,0,0,0,2,2,1,4,0,0,0,4,1,-5
A. Gordon - J. Murray - B. Brown - C. Braun - P. Watson,1,1,0,7.2,18,8,13,61.5,2,4,50,0,0,0,0,4,4,6,0,2,2,0,1,2,7
J. Green - R. Jackson - A. Gordon - J. Murray - C. Braun,1,0,1,7.2,20,7,14,50,2,7,28.6,4,6,66.7,1,6,7,3,0,1,1,0,0,4,7
J. Green - I. Smith - D. Reed - M. Porter Jr. - Z. Nnaji,1,0,1,7.1,10,3,11,27.3,1,7,14.3,3,4,75,1,6,7,2,4,0,1,1,5,2,-11
K. Caldwell-Pope - V. Cancar - D. Reed - B. Hyland - C. Braun,1,1,0,7.1,19,8,11,72.7,1,3,33.3,2,2,100,0,6,6,3,3,3,0,1,6,1,2
A. Gordon - J. Murray - B. Brown - M. Porter Jr. - P. Watson,1,1,0,6.7,14,5,13,38.5,1,5,20,3,4,75,4,4,8,2,4,0,3,0,1,5,-2
I. Smith - V. Cancar - D. Reed - P. Watson - J. White,1,1,0,6.6,24,10,15,66.7,3,6,50,1,1,100,1,4,5,5,0,0,2,1,2,1,-1
N. Jokic - J. Murray - B. Brown - B. Hyland - C. Braun,1,1,0,6.5,14,5,12,41.7,2,6,33.3,2,3,66.7,2,3,5,2,1,0,0,0,1,2,-3
I. Smith - V. Cancar - B. Brown - Z. Nnaji - P. Watson,1,0,1,6.4,5,2,13,15.4,0,4,0,1,1,100,1,4,5,0,1,1,2,1,5,1,-7
R. Jackson - A. Gordon - N. Jokic - J. Murray - M. Porter Jr.,1,1,0,6.3,19,7,10,70,2,5,40,3,4,75,0,3,3,7,0,2,0,0,0,3,6
J. Green - I. Smith - R. Jackson - V. Cancar - Z. Nnaji,1,0,1,6.2,19,7,10,70,3,5,60,2,2,100,0,2,2,4,2,3,1,0,1,1,0
V. Cancar - B. Brown - Z. Nnaji - C. Braun - J. White,1,1,0,6.2,11,5,14,35.7,1,3,33.3,0,0,0,4,7,11,3,2,0,3,0,4,0,-1
D. Jordan - I. Smith - D. Reed - B. Brown - Z. Nnaji,1,1,0,6.1,10,5,11,45.5,0,3,0,0,0,0,1,8,9,2,3,1,0,0,4,3,2
J. Green - I. Smith - V. Cancar - D. Reed - C. Braun,1,1,0,6.1,16,7,11,63.6,2,3,66.7,0,0,0,0,3,3,5,2,1,0,2,5,0,1
D. Jordan - I. Smith - V. Cancar - D. Reed - B. Hyland,1,0,1,5.6,15,6,9,66.7,3,5,60,0,0,0,0,2,2,4,2,1,0,0,2,1,2
D. Jordan - R. Jackson - V. Cancar - C. Braun - P. Watson,1,0,1,5.6,11,5,9,55.6,0,3,0,1,2,50,1,2,3,5,2,1,1,0,1,1,-6
J. Green - R. Jackson - J. Murray - V. Cancar - B. Brown,1,0,1,5.6,9,4,12,33.3,1,4,25,0,0,0,2,3,5,2,2,0,0,0,4,3,-12
R. Jackson - V. Cancar - Z. Nnaji - C. Braun - P. Watson,1,0,1,5.5,9,3,9,33.3,0,4,0,3,3,100,0,4,4,2,0,0,2,1,0,2,-4
J. Green - D. Jordan - I. Smith - B. Brown - M. Porter Jr.,1,0,1,5.3,11,3,9,33.3,0,1,0,5,6,83.3,3,6,9,2,3,1,1,0,1,3,4
J. Green - J. Murray - V. Cancar - B. Hyland - C. Braun,1,0,1,5.3,9,3,8,37.5,1,3,33.3,2,2,100,1,4,5,1,2,0,0,0,1,1,1
V. Cancar - M. Porter Jr. - Z. Nnaji - B. Hyland - C. Braun,1,0,1,5,9,4,13,30.8,1,5,20,0,0,0,2,3,5,2,0,0,0,1,5,0,-11
D. Jordan - J. Murray - D. Reed - B. Brown - Z. Nnaji,1,0,1,4.9,5,2,4,50,0,0,0,1,2,50,1,4,5,0,5,0,0,0,3,3,-6
K. Caldwell-Pope - V. Cancar - B. Brown - Z. Nnaji - C. Braun,1,1,0,4.9,7,3,10,30,1,3,33.3,0,0,0,3,3,6,1,1,2,1,0,0,1,1
J. Green - V. Cancar - D. Reed - B. Hyland - C. Braun,1,1,0,4.8,6,2,3,66.7,2,2,100,0,0,0,0,4,4,1,7,1,0,0,0,1,0
D. Jordan - I. Smith - V. Cancar - B. Brown - B. Hyland,1,0,1,4.7,11,4,8,50,2,3,66.7,1,2,50,0,3,3,3,0,1,0,1,1,1,-1
J. Green - K. Caldwell-Pope - T. Bryant - B. Brown - C. Braun,1,1,0,4.7,11,4,9,44.4,2,4,50,1,2,50,0,4,4,2,0,1,1,0,3,1,0
J. Green - R. Jackson - A. Gordon - J. Murray - B. Brown,1,1,0,4.7,13,4,9,44.4,0,4,0,5,5,100,2,4,6,2,1,0,1,0,1,5,7
J. Green - I. Smith - V. Cancar - M. Porter Jr. - C. Braun,1,0,1,4.6,4,2,11,18.2,0,4,0,0,0,0,1,3,4,2,0,0,1,2,1,1,-7
K. Caldwell-Pope - A. Gordon - J. Murray - M. Porter Jr. - B. Hyland,1,1,0,4.6,12,4,8,50,1,5,20,3,4,75,0,3,3,1,1,0,1,0,2,3,-6
D. Jordan - K. Caldwell-Pope - A. Gordon - B. Brown - M. Porter Jr.,1,1,0,4.5,13,5,7,71.4,1,2,50,2,4,50,0,4,4,5,1,2,2,0,0,2,5
J. Green - J. Murray - B. Brown - C. Braun - P. Watson,1,0,1,4.4,10,5,8,62.5,0,2,0,0,0,0,0,4,4,1,1,1,1,0,1,1,4
D. Jordan - I. Smith - A. Gordon - D. Reed - B. Brown,1,0,1,4.3,9,3,5,60,1,1,100,2,2,100,0,2,2,3,2,0,0,0,5,3,-6
K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr. - C. Braun,1,1,0,4.3,13,3,8,37.5,1,3,33.3,6,6,100,1,3,4,3,0,1,0,0,1,4,3
J. Green - R. Jackson - K. Caldwell-Pope - B. Brown - Z. Nnaji,1,1,0,4,7,3,4,75,1,2,50,0,0,0,0,2,2,3,2,0,0,0,2,2,-3
V. Cancar - D. Reed - C. Braun - P. Watson - J. White,1,0,1,3.9,5,2,9,22.2,0,1,0,1,1,100,3,3,6,0,1,0,0,1,2,2,1
J. Green - N. Jokic - V. Cancar - B. Brown - M. Porter Jr.,1,1,0,3.8,8,4,8,50,0,3,0,0,0,0,1,3,4,4,0,0,0,2,1,0,-3
N. Jokic - D. Reed - Z. Nnaji - B. Hyland - C. Braun,1,0,1,3.8,8,3,5,60,0,1,0,2,2,100,1,2,3,2,1,0,0,0,0,1,-2
I. Smith - R. Jackson - T. Bryant - C. Braun - J. White,1,0,1,3.7,8,3,6,50,2,3,66.7,0,0,0,0,2,2,3,1,1,0,0,2,1,0
J. Murray - V. Cancar - B. Brown - Z. Nnaji - C. Braun,1,1,0,3.7,7,3,9,33.3,1,5,20,0,0,0,1,2,3,0,0,1,1,3,1,2,0
A. Gordon - V. Cancar - Z. Nnaji - B. Hyland - C. Braun,1,1,0,3.5,12,5,7,71.4,2,3,66.7,0,0,0,0,3,3,4,1,1,0,0,1,1,10
J. Green - D. Jordan - D. Reed - B. Brown - B. Hyland,1,0,1,3.5,5,2,4,50,1,2,50,0,0,0,0,2,2,1,5,0,0,0,2,0,-7
J. Green - R. Jackson - K. Caldwell-Pope - N. Jokic - C. Braun,1,0,1,3.5,8,2,5,40,1,3,33.3,3,4,75,0,3,3,2,2,1,1,0,3,2,0
I. Smith - R. Jackson - T. Bryant - B. Brown - Z. Nnaji,1,1,0,3.4,11,5,8,62.5,1,3,33.3,0,0,0,1,2,3,3,1,1,1,0,1,0,5
J. Green - B. Brown - M. Porter Jr. - Z. Nnaji - B. Hyland,1,1,0,3.4,5,2,7,28.6,1,4,25,0,2,0,1,2,3,1,0,1,1,1,5,3,-4
J. Green - K. Caldwell-Pope - B. Brown - M. Porter Jr. - B. Hyland,1,0,1,3.3,10,4,5,80,1,2,50,1,1,100,0,4,4,2,3,0,1,0,4,0,8
N. Jokic - D. Reed - B. Brown - M. Porter Jr. - Z. Nnaji,1,0,1,3.3,6,3,5,60,0,1,0,0,0,0,1,2,3,2,2,1,0,0,1,0,-2
J. Green - K. Caldwell-Pope - A. Gordon - B. Brown - B. Hyland,1,0,1,3.2,7,3,7,42.9,1,3,33.3,0,0,0,1,1,2,0,0,0,0,1,1,0,-7
J. Murray - V. Cancar - Z. Nnaji - B. Hyland - C. Braun,1,1,0,3.2,4,1,3,33.3,0,1,0,2,2,100,1,1,2,0,2,1,0,0,1,2,-4
D. Jordan - D. Reed - B. Brown - M. Porter Jr. - B. Hyland,1,1,0,3.1,6,3,5,60,0,1,0,0,0,0,0,2,2,2,0,0,1,0,1,2,-4
I. Smith - K. Caldwell-Pope - N. Jokic - M. Porter Jr. - C. Braun,1,1,0,3.1,10,4,6,66.7,2,3,66.7,0,0,0,0,1,1,4,1,3,0,0,0,0,5
J. Green - D. Jordan - R. Jackson - B. Brown - C. Braun,1,0,1,3.1,8,2,6,33.3,0,1,0,4,4,100,1,2,3,0,0,0,0,2,1,2,3
J. Green - I. Smith - V. Cancar - Z. Nnaji - C. Braun,1,0,1,3.1,6,2,3,66.7,0,0,0,2,4,50,0,0,0,1,1,0,0,0,4,2,-7
J. Murray - V. Cancar - D. Reed - Z. Nnaji - B. Hyland,1,1,0,3.1,8,3,6,50,2,4,50,0,0,0,1,1,2,2,2,2,0,1,3,0,4
N. Jokic - V. Cancar - D. Reed - B. Hyland - C. Braun,1,1,0,3.1,10,4,6,66.7,1,2,50,1,3,33.3,1,3,4,3,1,0,1,0,0,3,3
B. Brown - M. Porter Jr. - Z. Nnaji - B. Hyland - C. Braun,1,0,1,3,5,2,5,40,1,2,50,0,0,0,0,0,0,1,2,0,0,0,0,0,-5
D. Jordan - K. Caldwell-Pope - A. Gordon - M. Porter Jr. - B. Hyland,1,1,0,3,7,3,4,75,1,2,50,0,0,0,0,3,3,3,0,0,0,0,0,1,3
I. Smith - A. Gordon - V. Cancar - B. Brown - Z. Nnaji,1,0,1,3,7,3,5,60,1,2,50,0,0,0,0,3,3,3,1,0,0,1,0,0,-1
J. Green - A. Gordon - D. Reed - B. Brown - B. Hyland,1,0,1,3,5,2,7,28.6,1,3,33.3,0,0,0,2,5,7,0,3,1,0,0,2,0,1
J. Green - D. Jordan - J. Murray - D. Reed - B. Hyland,1,0,1,3,5,2,6,33.3,0,3,0,1,3,33.3,1,1,2,1,0,0,1,1,1,2,-8
J. Green - K. Caldwell-Pope - B. Brown - M. Porter Jr. - C. Braun,1,0,1,3,6,2,7,28.6,0,1,0,2,2,100,1,1,2,1,0,1,0,0,1,1,-3
J. Green - K. Caldwell-Pope - V. Cancar - B. Hyland - C. Braun,1,0,1,3,5,2,5,40,0,1,0,1,2,50,0,1,1,2,0,1,0,0,0,2,1
K. Caldwell-Pope - D. Reed - Z. Nnaji - B. Hyland - C. Braun,1,1,0,3,7,2,4,50,1,2,50,2,2,100,0,1,1,2,2,1,1,0,2,2,-1
R. Jackson - K. Caldwell-Pope - N. Jokic - C. Braun - P. Watson,1,0,1,3,13,5,5,100,2,2,100,1,1,100,0,1,1,5,0,0,1,0,0,1,7
A. Gordon - B. Brown - M. Porter Jr. - C. Braun - P. Watson,1,1,0,2.9,8,3,8,37.5,0,0,0,2,3,66.7,2,3,5,1,0,1,1,1,2,1,1
I. Smith - N. Jokic - D. Reed - B. Brown - Z. Nnaji,1,1,0,2.9,10,4,5,80,1,2,50,1,2,50,1,2,3,3,1,1,0,0,0,1,8
R. Jackson - T. Bryant - V. Cancar - B. Brown - C. Braun,1,1,0,2.9,5,1,4,25,1,2,50,2,2,100,0,1,1,0,0,0,0,0,1,1,-3
K. Caldwell-Pope - A. Gordon - N. Jokic - J. Murray - D. Reed,1,0,1,2.8,7,2,4,50,0,1,0,3,4,75,0,4,4,2,1,2,0,0,1,2,7
V. Cancar - B. Brown - M. Porter Jr. - Z. Nnaji - C. Braun,1,1,0,2.8,5,1,4,25,1,3,33.3,2,2,100,0,1,1,1,1,1,1,0,2,2,-1
I. Smith - D. Reed - Z. Nnaji - C. Braun - P. Watson,1,0,1,2.7,6,3,7,42.9,0,1,0,0,0,0,2,2,4,1,1,1,0,1,3,0,1
I. Smith - R. Jackson - T. Bryant - Z. Nnaji - P. Watson,1,1,0,2.7,4,2,6,33.3,0,2,0,0,0,0,0,1,1,1,1,0,0,2,1,0,-7
J. Green - D. Jordan - V. Cancar - B. Hyland - C. Braun,1,1,0,2.7,4,2,5,40,0,2,0,0,0,0,0,3,3,1,1,0,0,1,0,0,-4
J. Green - J. Murray - D. Reed - M. Porter Jr. - Z. Nnaji,1,1,0,2.7,7,2,4,50,1,1,100,2,2,100,1,3,4,1,1,0,0,1,0,3,5
K. Caldwell-Pope - A. Gordon - N. Jokic - V. Cancar - D. Reed,1,1,0,2.7,9,2,5,40,2,5,40,3,4,75,1,0,1,2,0,0,0,0,0,2,-2
K. Caldwell-Pope - N. Jokic - Z. Nnaji - B. Hyland - C. Braun,1,0,1,2.6,4,0,3,0,0,2,0,4,4,100,0,1,1,0,1,0,1,0,0,3,-4
I. Smith - K. Caldwell-Pope - N. Jokic - V. Cancar - M. Porter Jr.,1,1,0,2.5,9,4,4,100,1,1,100,0,0,0,0,2,2,3,1,0,0,0,1,0,4
